Depmap ID,Expression Public 23Q4,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-000761,7.037821465434967,NUGC2,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000762,2.9873208659292536,YD38,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000763,5.7366048753142485,MM1S,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000764,5.202025844609336,SH10TC,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000765,6.137708437469602,WM983B,Melanoma,Skin,Melanoma
ACH-000766,4.640967910449898,NCIH1648,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000767,5.5867647433551415,NCIH526,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000768,5.505573400282018,MDAMB231,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000769,5.901349637650881,LK2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000770,5.824258696603374,P31FUJ,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-000771,4.720278465233327,BICR56,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000772,6.020146573111776,TE441T,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-000773,4.6194130105979365,KIJK,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-000774,5.303415462685624,RERFLCAD2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000775,5.597531174224212,NCIH727,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000776,5.090853430451113,ONS76,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-000777,4.368768349090335,KYSE30,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000778,2.319039815562536,HSC3,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000779,5.565901766806668,PC9,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000780,7.405652061280371,NCIH1105,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000781,4.48155728070859,NCIH2023,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000782,6.300306796080063,SEM,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000783,5.476057595677545,CAMA1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000784,4.895787316463311,KYSE70,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000785,3.411426245726465,NCIH2126,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000786,6.31397137105902,DAUDI,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000787,6.44012167872693,LXF289,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000788,5.891662207993943,A2058,Melanoma,Skin,Melanoma
ACH-000789,3.15704371014558,NCIH810,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000790,6.374865602195453,SHP77,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000791,6.081510068120917,RERFLCAD1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000792,4.76394266044725,BFTC909,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000793,0.2509615735332188,KATOIII,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000794,2.5897634869849773,BICR22,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000796,6.236492618381302,MCAS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000797,4.276496665640356,HLFA,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000798,5.472162803550368,CL40,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000799,6.096978636370538,HS695T,Melanoma,Skin,Melanoma
ACH-000800,5.910972451655129,NCIH446,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000801,3.93451650158608,HS936T,Melanoma,Skin,Melanoma
ACH-000802,3.2141248053528475,BFTC905,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000803,5.202809492125013,COLO668,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000804,5.728736843366021,NB1,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-000805,4.104336659814735,COLO679,Melanoma,Skin,Melanoma
ACH-000806,6.0002254034909495,L540,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-000807,3.095924419998536,SNU738,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000808,5.838699701774244,HUH28,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-000809,4.489928219405183,KYSE410,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000810,4.090853430451113,SKMEL30,Melanoma,Skin,Melanoma
ACH-000811,2.007195501404204,SKOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000812,5.651051691178928,COLO783,Melanoma,Skin,Melanoma
ACH-000813,4.988230223060457,T3M10,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000814,4.595742339474399,HS939T,Melanoma,Skin,Melanoma
ACH-000815,5.880685525261125,KMH2,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-000816,4.746312766425459,NCIH524,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000817,4.743622676067655,RPMI8226,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000818,4.620586410451877,BT483,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000819,5.725195817226664,LN18,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000820,3.8379432418910273,SW403,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000821,4.917431755390104,EJM,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000822,5.1586601753464985,SKMEL24,Melanoma,Skin,Melanoma
ACH-000823,6.289465630958221,KYSE140,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000824,4.075532631167357,KYSE510,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000825,4.37364821133469,HOP92,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000826,6.480749817184468,CAL12T,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000827,5.006746832440585,WM793,Melanoma,Skin,Melanoma
ACH-000828,4.503984703897613,ZR7530,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000829,6.035403969942067,HUNS1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000830,6.877376168548641,NCIH1436,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000831,4.114367024952,HEC50B,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000832,6.147917191084018,CAL27,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000833,5.448240225216066,RH30,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-000834,5.913846824263042,UMUC1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000835,5.241840183564671,GCT,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-000836,5.4682574683231415,YD15,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000837,5.61970645004589,NCIH322,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000838,5.454175893185802,AMO1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000839,4.517275693209582,SCABER,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma
ACH-000840,5.955824240806441,HCC366,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000841,7.042972583219524,NCIH2087,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000842,5.319401166858324,SW480,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000843,5.673273736609817,HARA,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000844,4.344828496997441,DMS454,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000845,3.0,NCIH1373,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000846,5.165510018041353,FADU,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000847,2.356143810225275,HGC27,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000848,5.328046556270742,JHH7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-000849,6.538538163629804,MDAMB468,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000850,5.0457050645108,HS698T,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000851,2.833902076669163,MORCPR,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000852,4.724104519866845,NCIH1435,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000853,5.497293008662791,NCIH661,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000854,3.9541963103868754,OCIMY5,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000855,6.028127082317139,KYSE150,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000856,6.3471341137560975,CAL51,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000857,5.608513578151302,CAL851,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000858,5.088735246190284,KNS62,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000859,6.606294160697713,HCC1954,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ
ACH-000860,3.189033824390017,NCIH358,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000861,2.778208576398088,HOP62,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000862,5.03121873061072,KMBC2,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000863,4.784503982929566,DBTRG05MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000864,2.333423733725192,COLO684,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000865,7.158256228811341,KYSE450,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000866,5.6884601404244926,NCIH1048,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000867,5.181102550753798,CHAGOK1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000868,5.681449265314958,HCC1195,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000869,4.986410935252045,NCIH1568,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000870,5.628773595201645,NCIH1930,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000871,5.871350840634026,NCIH510,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000872,4.533563348214512,HCC515,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000873,3.18269229751619,KYSE270,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000874,6.559797695754872,RS411,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000875,2.9467308601403097,NCIH2347,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000876,5.462379571841023,MDAMB415,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000877,7.054739966970305,EB1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000878,5.392317422778761,HCC15,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000879,5.063071449842679,MFE296,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000880,5.333781500631152,AGS,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000881,5.4356285940520905,MELJUSO,Melanoma,Skin,Melanoma
ACH-000882,3.377123749129487,IGR1,Melanoma,Skin,Melanoma
ACH-000883,5.673273736609817,SW1783,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000884,6.204571144249203,MDAMB435S,Melanoma,Skin,Melanoma
ACH-000885,5.528883827274642,TOV21G,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000886,5.963011647599427,NCIH2009,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000887,5.3377110921282895,SF172,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000888,4.124328135002202,NCIH1793,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000889,4.2720231890610485,KMM1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000890,6.815447343006325,SW1271,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000891,3.04788732939655,HCC1438,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000892,4.773468927905194,NCIH1563,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000893,6.101608058502118,NCIH1651,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000894,4.945794956740061,NCIH1869,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000895,6.250393173089506,CL34,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000896,5.726831217032493,647V,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000897,5.7073591320808825,FTC238,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-000898,6.011674533380918,SNU719,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000899,5.569551851083613,WM88,Melanoma,Skin,Melanoma
ACH-000900,4.979110755015785,NCIH23,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000901,5.989366114026064,HCC1359,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000902,6.550900664647523,CAL148,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000903,5.97223312380739,FTC133,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-000904,6.551208373946096,NCIH2106,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000905,5.9429835981871015,5637,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000906,5.539779191698494,ES2,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000907,5.20006486151431,SNU349,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000908,5.5049381316496095,SNU520,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000909,6.58661464242998,JHUEM2,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000910,5.683977106975602,MDAMB453,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000911,6.08278773170927,NUGC3,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000912,2.636914580355878,NCIH2286,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000913,4.199279721336625,ESS1,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-000914,6.90544717873885,HT,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000915,2.3757345385831563,IPC298,Melanoma,Skin,Melanoma
ACH-000916,5.036503333738988,NCIH1573,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000917,4.9453267772646265,TE4,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000918,6.573950083786874,MOLT16,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000919,5.1838834590322325,IM95,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000920,6.221877081077034,CMLT1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-000921,3.788685710613534,NCIH157DM,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000922,6.930264245235024,RCHACV,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000923,5.305970520984387,BCP1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000924,3.431622959713292,NCIH2172,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000925,4.464668267003445,DV90,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000926,5.834407841806995,HT55,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000927,6.114991613333596,BT474,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000928,5.601993581248998,JHUEM1,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000929,5.889716891615078,NCIH2110,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000930,3.354734239970604,HCC1569,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000931,5.192194165283345,HMCB,Melanoma,Skin,Melanoma
ACH-000932,5.269407240854037,SNU1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000933,4.674121632632394,SNU324,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-000934,4.080657663345225,MDAMB361,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000935,5.1715271060388135,MDST8,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000936,5.977966757619478,EFO27,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000937,5.879950768412603,PF382,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000938,6.484943701070659,NALM6,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000939,6.610138983705502,SKUT1,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-000940,5.127220550488074,AN3CA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000941,6.330737650206952,HEC1B,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000942,3.595742339474399,HPBALL,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000943,3.341985747228616,RKO,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000944,6.055065472565087,NAMALWA,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000945,4.0798047546352585,NCIH650,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000946,5.241077458175037,HEC265,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000947,5.452200049406222,OVK18,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000948,6.320484678017694,2313287,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000949,6.074462620704536,TGBC11TKB,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000950,5.125155131322289,LOVO,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000951,6.31922050252387,NCIH2342,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000952,5.0900065299038175,MDAPCA2B,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-000953,7.143434236784857,SUPT1,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000954,6.258895755075436,HEC1A,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000955,6.401050159321362,SNU407,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000956,4.23112515787905,22RV1,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-000957,6.39557697654977,LS180,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000958,6.507318948033848,SW48,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000959,6.112491635741861,SNUC4,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000960,7.051807107013298,REH,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000961,4.654206377944292,ISHIKAWAHERAKLIO02ER,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000962,5.751142324726947,OC314,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000963,6.480426705191877,CCK81,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000964,6.28318097894557,MOLT3,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-000965,5.471837762422287,RL952,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000966,5.172327491657617,IGROV1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000967,5.987548258953743,SNUC2A,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000968,4.346956889378885,COLO792,Melanoma,Skin,Melanoma
ACH-000969,4.919340082442012,KM12,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000970,5.892633883424437,SNUC5,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000971,4.987775616142913,HCT116,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000972,5.514122260170708,HEC151,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000973,6.341807889243937,639V,Urethral Cancer,Bladder/Urinary Tract,Urethral Cancer
ACH-000974,6.215290305651234,SNGM,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000975,6.615887073916057,HCC2450,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000976,4.891419186846079,HUCCT1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-000977,6.166514610409004,LNCAPCLONEFGC,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-000978,5.597531174224212,EN,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000980,5.102238193930738,NCIH1155,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000981,6.456806149230474,DND41,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000982,6.23687524536694,GP2D,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000983,3.5160151470036647,KCL22,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-000984,5.565901766806668,HEC6,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000985,3.5619370596224327,LS411N,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000986,2.550900664647523,HT115,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000987,4.514122260170708,MEWO,Melanoma,Skin,Melanoma
ACH-000988,6.357200084860054,MFE319,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000989,6.593204354063288,SNU175,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000990,5.9818526532897405,HEC108,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000991,6.003827078111476,SNU81,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000993,5.611762560064872,JHUEM7,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000994,5.7238315664953205,HEC59,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000995,5.088735246190284,JURKAT,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000996,4.818134760810847,HEC251,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-000997,5.654206377944292,HCT15,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000998,6.763809907280293,CW2,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000999,5.028127082317139,SNU1040,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001001,6.125981653854716,143B,Osteosarcoma,Bone,Osteosarcoma
ACH-001016,6.548744859937229,BECKER,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001020,5.405992359675837,BT16,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001022,6.979568100095187,CBAGPN,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001028,4.920293300211007,CHLA06ATRT,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001029,6.7688459597533885,CHLA10,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001030,5.80683958179819,CHLA218,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001031,5.5496691707264905,CHLA266,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001032,3.23112515787905,CHLA32,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001033,5.2931497367418645,CHLA57,Embryonal Tumor,CNS/Brain,Embryonal Tumor
